EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM894,29,26-35,0,3,1010,1,1,3,1,1,1249,1,0,97,3,1,6,4,0,3760,Upto 5k,5598,1,Y,0,15,3,1,80,3,3,5,3,3,2,1,2.0
RM904,29,26-35,0,3,1329,1,7,3,1,1,1260,3,1,82,3,2,0,4,0,6623,5k-10k,4204,1,Y,1,11,3,2,80,2,6,2,3,6,0,1,0.0
RM906,29,26-35,0,3,694,1,1,3,1,1,1264,4,0,87,2,4,5,4,0,16124,15k+,3423,3,Y,0,14,3,2,80,2,9,2,2,7,7,1,7.0
RM933,29,26-35,1,3,806,1,7,3,5,1,1299,2,0,39,3,1,2,3,0,3339,Upto 5k,17285,3,Y,1,13,3,1,80,2,10,2,3,7,7,7,7.0
RM1006,29,26-35,0,3,332,0,17,3,4,1,1419,2,1,51,2,3,1,1,2,7988,5k-10k,9769,1,Y,0,13,3,1,80,0,10,3,2,10,9,0,9.0
RM1008,29,26-35,1,2,337,1,14,1,4,1,1421,3,0,84,3,3,0,4,2,7553,5k-10k,22930,0,Y,1,12,3,1,80,0,9,1,3,8,7,7,7.0
RM1058,29,26-35,1,2,115,2,13,3,5,1,1487,1,0,51,3,2,7,2,2,5765,5k-10k,17485,5,Y,0,11,3,1,80,0,7,4,1,5,3,0,0.0
RM1064,29,26-35,0,3,1246,2,19,3,1,1,1497,3,1,77,2,2,7,3,0,8620,5k-10k,23757,1,Y,0,14,3,3,80,2,10,3,3,10,7,0,4.0
RM1073,29,26-35,0,2,410,1,2,1,1,1,1513,4,0,97,3,1,2,2,1,3180,Upto 5k,4668,0,Y,0,13,3,3,80,3,4,3,3,3,2,0,2.0
RM1078,29,26-35,1,3,224,1,1,4,5,1,1522,1,1,100,2,1,6,1,2,2362,Upto 5k,7568,6,Y,0,13,3,3,80,0,11,2,1,9,7,0,7.0
RM1091,29,26-35,0,3,441,1,8,1,4,1,1544,3,0,39,1,2,0,1,1,9715,5k-10k,7288,3,Y,0,13,3,3,80,1,9,3,3,7,7,0,7.0
RM1105,29,26-35,0,3,598,1,9,3,1,1,1558,3,1,91,4,1,6,3,1,2451,Upto 5k,22376,6,Y,0,18,3,1,80,2,5,2,2,1,0,0,0.0
RM1123,29,26-35,0,3,1370,1,3,1,3,1,1586,2,1,87,3,1,2,1,2,4723,Upto 5k,16213,1,Y,1,18,3,4,80,0,10,3,3,10,9,1,5.0
RM1126,29,26-35,0,2,995,1,2,1,1,1,1590,1,1,87,3,2,0,4,0,8853,5k-10k,24483,1,Y,0,19,3,4,80,1,6,0,4,6,4,1,3.0
RM1173,29,26-35,0,3,469,2,10,3,3,1,1650,3,1,42,2,2,7,3,2,5869,5k-10k,23413,9,Y,0,11,3,3,80,0,8,2,3,5,2,1,4.0
RM1189,29,26-35,0,3,991,2,5,3,3,1,1669,1,1,43,2,2,7,2,0,4187,Upto 5k,3356,1,Y,1,13,3,2,80,1,10,3,2,10,0,0,9.0
RM1220,29,26-35,0,3,1082,1,9,4,3,1,1709,4,0,43,3,1,2,3,1,2974,Upto 5k,25412,9,Y,0,17,3,3,80,1,9,2,3,5,3,1,2.0
RM1250,29,26-35,1,3,428,2,9,3,2,1,1752,2,0,52,1,1,8,2,2,2760,Upto 5k,14630,1,Y,0,13,3,3,80,0,2,3,3,2,2,2,2.0
RM1251,29,26-35,0,2,461,1,1,3,1,1,1753,4,1,70,4,2,0,3,2,6294,5k-10k,23060,8,Y,1,12,3,4,80,0,10,5,4,3,2,0,2.0
RM1259,29,26-35,0,3,590,1,4,3,5,1,1762,4,0,91,2,1,6,1,0,2109,Upto 5k,10007,1,Y,0,13,3,3,80,1,1,2,3,1,0,0,0.0
RM1314,29,26-35,1,3,350,0,13,3,0,1,1844,1,1,56,2,1,1,1,0,2335,Upto 5k,3157,4,Y,1,15,3,4,80,3,4,3,3,2,2,2,0.0
RM1319,29,26-35,0,2,574,1,20,1,3,1,1852,4,1,40,3,1,2,4,1,3812,Upto 5k,7003,1,Y,0,13,3,2,80,0,11,3,4,11,8,3,10.0
RM1325,29,26-35,0,3,726,1,29,1,1,1,1859,4,1,93,1,2,0,3,0,6384,5k-10k,21143,8,Y,0,17,3,4,80,2,11,3,3,7,0,1,6.0
RM1330,29,26-35,0,1,352,0,6,1,3,1,1865,4,1,87,2,1,1,2,1,2804,Upto 5k,15434,1,Y,0,11,3,4,80,0,1,3,3,1,0,0,0.0
RM1333,29,26-35,1,2,459,1,24,2,1,1,1868,4,1,73,2,1,6,4,2,2439,Upto 5k,14753,1,Y,1,24,4,2,80,0,1,3,2,1,0,1,0.0
RM1344,29,26-35,0,3,592,1,7,3,1,1,1883,4,1,59,3,1,2,1,2,2062,Upto 5k,19384,3,Y,0,14,3,2,80,0,11,2,3,3,2,1,2.0
RM1366,29,26-35,1,2,746,2,24,3,5,1,1928,3,1,45,4,1,8,1,2,1091,Upto 5k,10642,1,Y,0,17,3,4,80,0,1,3,3,1,0,0,0.0
RM1388,29,26-35,0,3,136,1,1,3,1,1,1954,1,1,89,3,2,0,1,1,5373,5k-10k,6225,0,Y,0,12,3,1,80,1,6,5,2,5,3,0,2.0
RM1443,29,26-35,1,3,1092,1,1,4,3,1,2027,1,1,36,3,1,6,4,1,4787,Upto 5k,26124,9,Y,1,14,3,2,80,3,4,3,4,2,2,2,2.0
RM1460,29,26-35,0,3,1378,1,13,2,4,1,2053,4,1,46,2,2,2,2,1,4025,Upto 5k,23679,4,Y,1,13,3,1,80,1,10,2,3,4,3,0,3.0
RM1461,29,26-35,0,3,468,1,28,4,3,1,2054,4,0,73,2,1,6,1,2,3785,Upto 5k,8489,1,Y,0,14,3,2,80,0,5,3,1,5,4,0,4.0
RM1461,29,26-35,0,3,468,1,28,4,3,1,2054,4,0,73,2,1,6,1,2,3785,Upto 5k,8489,1,Y,0,14,3,2,80,0,5,3,1,5,4,0,4.0
RM008,30,26-35,0,3,1358,1,24,1,1,1,11,4,1,67,3,1,2,3,0,2693,Upto 5k,13335,1,Y,0,22,4,2,80,1,1,2,3,1,0,0,
RM033,30,26-35,0,3,125,1,9,2,3,1,41,4,1,83,2,1,2,3,2,2206,Upto 5k,16117,1,Y,0,13,3,1,80,0,10,5,3,10,0,1,8.0
RM045,30,26-35,0,2,721,1,1,2,3,1,57,3,0,58,3,2,2,4,2,4011,Upto 5k,10781,1,Y,0,23,4,4,80,0,12,2,3,12,8,3,7.0
RM081,30,26-35,0,3,852,1,1,1,1,1,104,4,1,55,2,2,2,4,1,5126,5k-10k,15998,1,Y,1,12,3,3,80,2,10,1,2,10,8,3,0.0
RM089,30,26-35,0,3,288,1,2,3,1,1,117,3,1,99,2,2,0,4,1,4152,Upto 5k,15830,1,Y,0,19,3,1,80,3,11,3,3,11,10,10,8.0
RM093,30,26-35,0,3,1334,2,4,2,3,1,121,3,0,63,2,2,7,2,0,5209,5k-10k,19760,1,Y,1,12,3,2,80,3,11,4,2,11,8,2,7.0
RM121,30,26-35,0,2,1312,1,23,3,1,1,159,1,1,96,1,1,6,3,0,2613,Upto 5k,22310,1,Y,0,25,4,3,80,3,10,2,2,10,7,0,9.0
RM140,30,26-35,0,3,1240,0,9,3,0,1,184,3,1,48,3,2,1,4,1,6347,5k-10k,13982,0,Y,1,19,3,4,80,0,12,2,1,11,9,4,
RM144,30,26-35,0,3,438,1,18,3,1,1,194,1,0,75,3,1,6,3,2,2632,Upto 5k,23910,1,Y,0,14,3,3,80,0,5,4,2,5,4,0,
RM146,30,26-35,0,3,201,1,5,3,5,1,197,4,0,84,3,1,6,1,0,3204,Upto 5k,10415,5,Y,0,14,3,4,80,1,8,3,3,3,2,2,
RM147,30,26-35,0,3,1427,1,2,1,3,1,198,2,1,35,2,1,2,4,2,2720,Upto 5k,11162,0,Y,0,13,3,4,80,0,6,3,3,5,3,1,
RM168,30,26-35,0,3,1339,2,5,3,1,1,228,2,0,41,3,3,7,4,1,9419,5k-10k,8053,2,Y,0,12,3,3,80,1,12,2,3,10,9,7,4.0
RM174,30,26-35,0,0,111,1,9,3,3,1,239,3,1,66,3,2,2,1,0,3072,Upto 5k,11012,1,Y,0,11,3,3,80,2,12,4,3,12,9,6,10.0
RM212,30,26-35,0,0,829,1,1,1,1,1,292,3,1,88,2,3,4,3,2,8474,5k-10k,20925,1,Y,0,22,4,3,80,0,12,2,3,11,8,5,8.0
RM215,30,26-35,1,3,1005,1,3,3,5,1,297,4,0,88,3,1,6,1,2,2657,Upto 5k,8556,5,Y,1,11,3,3,80,0,8,5,3,5,2,0,4.0
RM217,30,26-35,1,2,334,2,26,4,2,1,299,3,0,52,2,2,7,1,2,6696,5k-10k,22967,5,Y,0,15,3,3,80,0,9,5,2,6,3,0,1.0
RM325,30,26-35,0,3,1275,1,28,2,3,1,441,4,0,64,3,2,6,4,1,5775,5k-10k,11934,1,Y,0,13,3,4,80,2,11,2,3,10,8,1,9.0
RM339,30,26-35,0,3,570,2,5,3,2,1,456,4,0,30,2,2,7,3,0,6118,5k-10k,5431,1,Y,0,13,3,3,80,3,10,2,3,10,9,1,2.0
RM355,30,26-35,0,0,641,2,25,2,5,1,475,4,0,85,3,2,7,3,1,4736,Upto 5k,6069,7,Y,1,12,3,2,80,1,4,2,4,2,2,2,2.0
RM382,30,26-35,0,3,202,2,2,1,5,1,508,3,1,72,3,1,8,2,1,2476,Upto 5k,17434,1,Y,0,18,3,1,80,1,1,3,3,1,0,0,0.0
RM386,30,26-35,1,2,464,1,4,3,5,1,514,3,1,40,3,1,6,4,2,2285,Upto 5k,3427,9,Y,1,23,4,3,80,0,3,4,3,1,0,0,0.0
RM403,30,26-35,0,3,1082,2,12,3,5,1,533,2,0,83,3,2,7,3,2,6577,5k-10k,19558,0,Y,0,11,3,2,80,0,6,6,3,5,4,4,4.0
RM411,30,26-35,0,3,317,1,2,3,1,1,548,3,0,43,1,2,4,4,2,6091,5k-10k,24793,2,Y,0,20,4,3,80,0,11,2,3,5,4,0,2.0
RM420,30,26-35,0,0,1400,1,3,3,1,1,562,3,1,53,3,1,2,4,1,2097,Upto 5k,16734,4,Y,0,15,3,3,80,1,9,3,1,5,3,1,4.0
RM424,30,26-35,0,0,1398,2,22,4,4,1,567,3,0,69,3,3,7,1,1,8412,5k-10k,2890,0,Y,0,11,3,3,80,0,10,3,3,9,8,7,8.0
RM427,30,26-35,0,0,1116,1,2,3,3,1,571,3,0,49,3,1,2,4,2,2564,Upto 5k,7181,0,Y,0,14,3,3,80,0,12,2,2,11,7,6,7.0
RM438,30,26-35,0,3,413,2,7,1,2,1,585,4,1,57,3,1,8,2,2,2983,Upto 5k,18398,0,Y,0,14,3,1,80,0,4,3,3,3,2,1,2.0
RM481,30,26-35,1,2,448,2,12,4,1,1,648,2,1,74,2,1,8,1,1,2033,Upto 5k,14470,1,Y,0,18,3,3,80,1,1,2,4,1,0,0,0.0
RM502,30,26-35,0,2,160,1,3,3,3,1,680,3,0,71,3,1,6,3,0,2083,Upto 5k,22653,1,Y,0,20,4,3,80,1,1,2,3,1,0,0,0.0
RM546,30,26-35,0,3,501,2,27,5,2,1,747,3,1,99,3,2,7,4,0,5304,5k-10k,25275,7,Y,0,23,4,4,80,1,10,2,2,8,7,7,7.0
RM582,30,26-35,0,3,921,1,1,3,1,1,806,4,1,38,1,1,2,3,1,3833,Upto 5k,24375,3,Y,0,21,4,3,80,2,7,2,3,2,2,0,2.0
RM603,30,26-35,0,3,946,1,2,3,3,1,833,3,0,52,2,2,4,4,2,6877,5k-10k,20234,5,Y,1,24,4,2,80,0,12,4,2,0,0,0,0.0
RM624,30,26-35,0,2,1012,1,5,4,1,1,861,2,1,75,2,1,6,4,0,3761,Upto 5k,2373,9,Y,0,12,3,2,80,1,10,3,2,5,4,0,3.0
RM703,30,26-35,0,3,231,2,8,2,4,1,982,3,1,62,3,3,7,3,0,7264,5k-10k,9977,5,Y,0,11,3,1,80,1,10,2,4,8,4,7,7.0
RM721,30,26-35,1,3,138,1,22,3,1,1,1004,1,0,48,3,1,6,3,1,2132,Upto 5k,11539,4,Y,1,11,3,2,80,0,7,2,3,5,2,0,1.0
RM731,30,26-35,0,3,153,1,8,2,1,1,1015,2,0,73,4,3,5,1,1,11416,10k-15k,17802,0,Y,1,12,3,3,80,3,9,4,2,8,7,1,7.0
RM733,30,26-35,1,2,109,1,5,3,3,1,1017,2,0,60,3,1,2,2,2,2422,Upto 5k,25725,0,Y,0,17,3,1,80,0,4,3,3,3,2,1,2.0
RM783,30,26-35,0,3,1176,1,20,3,4,1,1084,3,1,85,3,2,4,1,1,9957,5k-10k,9096,0,Y,0,15,3,3,80,1,7,1,2,6,2,0,2.0
RM845,30,26-35,0,3,852,2,10,3,2,1,1179,3,1,72,2,2,7,3,1,6578,5k-10k,2706,1,Y,0,18,3,1,80,1,10,3,3,10,3,1,4.0
RM866,30,26-35,0,3,1329,2,29,4,1,1,1211,3,1,61,3,2,7,1,0,4115,Upto 5k,13192,8,Y,0,19,3,3,80,3,8,3,3,4,3,0,3.0
RM875,30,26-35,0,3,853,1,7,4,1,1,1224,3,1,49,3,2,2,3,0,3491,Upto 5k,11309,1,Y,0,13,3,1,80,3,10,4,2,10,7,8,9.0
RM887,30,26-35,0,3,1465,1,1,3,3,1,1241,4,1,63,3,1,6,2,1,3579,Upto 5k,9369,0,Y,1,21,4,1,80,1,12,2,3,11,9,5,7.0
RM932,30,26-35,0,0,879,1,9,2,3,1,1298,3,0,72,3,2,4,3,2,4695,Upto 5k,12858,7,Y,1,18,3,3,80,0,10,3,3,8,4,1,7.0
RM942,30,26-35,0,3,1138,1,6,3,5,1,1311,1,0,48,2,2,2,4,1,4627,Upto 5k,23631,0,Y,0,12,3,1,80,1,10,6,3,9,2,6,7.0
RM949,30,26-35,0,3,634,1,17,4,3,1,1321,2,0,95,3,3,3,1,1,11916,10k-15k,25927,1,Y,1,23,4,4,80,2,9,2,3,9,1,0,8.0
RM1014,30,26-35,0,3,855,2,7,4,2,1,1428,4,0,73,3,2,7,1,0,4779,Upto 5k,12761,7,Y,0,14,3,2,80,2,8,3,3,3,2,0,2.0
RM1050,30,26-35,0,3,1358,2,16,1,1,1,1479,4,1,96,3,2,7,3,1,5301,5k-10k,2939,8,Y,0,15,3,3,80,2,4,2,2,2,1,2,2.0
RM1053,30,26-35,0,0,990,1,7,3,5,1,1482,3,1,64,3,1,6,3,0,1274,Upto 5k,7152,1,Y,0,13,3,2,80,2,1,2,2,1,0,0,0.0
RM1065,30,26-35,0,3,330,0,1,3,1,1,1499,3,1,46,3,1,1,3,0,2064,Upto 5k,15428,0,Y,0,21,4,1,80,1,6,3,4,5,3,1,3.0
RM1107,30,26-35,1,3,740,2,1,3,1,1,1562,2,1,64,2,2,7,1,1,9714,5k-10k,5323,1,Y,0,11,3,4,80,1,10,4,3,10,8,6,7.0
RM1110,30,26-35,0,3,1288,2,29,4,5,1,1568,3,1,33,3,3,7,2,1,9250,5k-10k,17799,3,Y,0,12,3,2,80,1,9,3,3,4,2,1,3.0
RM1142,30,26-35,0,3,241,1,7,3,3,1,1609,2,1,48,2,1,6,2,1,2141,Upto 5k,5348,1,Y,0,12,3,2,80,1,6,3,2,6,4,1,1.0
RM1234,30,26-35,0,3,793,1,16,1,1,1,1729,2,1,33,3,1,6,4,1,2862,Upto 5k,3811,1,Y,0,12,3,2,80,1,10,2,2,10,0,0,8.0
RM1245,30,26-35,0,2,1312,1,2,4,5,1,1745,4,0,78,2,1,6,1,2,4968,Upto 5k,26427,0,Y,0,16,3,4,80,0,10,2,3,9,7,0,7.0
RM1247,30,26-35,1,2,600,0,8,3,0,1,1747,3,0,66,2,1,1,4,0,2180,Upto 5k,9732,6,Y,0,11,3,3,80,1,6,0,2,4,2,1,2.0
RM1252,30,26-35,0,3,979,2,15,2,2,1,1754,3,1,94,2,3,7,1,0,7140,5k-10k,3088,2,Y,0,11,3,1,80,1,12,2,3,7,7,1,7.0
RM1260,30,26-35,0,3,305,1,16,3,1,1,1763,3,1,58,4,2,0,3,1,5294,5k-10k,9128,3,Y,0,16,3,3,80,1,10,3,3,7,0,1,7.0
RM1297,30,26-35,0,3,1092,1,10,3,3,1,1816,1,0,64,3,3,4,3,2,9667,5k-10k,2739,9,Y,0,14,3,2,80,0,9,3,3,7,7,0,2.0
RM1339,30,26-35,1,3,945,2,9,3,3,1,1876,2,1,89,3,1,8,4,2,1081,Upto 5k,16019,1,Y,0,13,3,3,80,0,1,3,2,1,0,0,0.0
RM1413,30,26-35,0,3,911,1,1,2,3,1,1989,4,1,76,3,1,2,2,1,3748,Upto 5k,4077,1,Y,0,13,3,3,80,0,12,6,2,12,8,1,7.0
RM013,31,26-35,0,3,670,1,26,1,1,1,16,1,1,31,3,1,6,3,0,2911,Upto 5k,15170,1,Y,0,17,3,4,80,1,5,1,2,5,2,4,3.0
RM059,31,26-35,0,3,655,1,7,4,1,1,76,4,1,48,3,2,2,4,0,5915,5k-10k,9528,3,Y,0,22,4,4,80,1,10,3,2,7,7,1,7.0
RM073,31,26-35,0,3,1082,1,1,4,3,1,95,3,1,87,3,1,6,2,2,2501,Upto 5k,18775,1,Y,0,17,3,2,80,0,1,4,3,1,1,1,
RM076,31,26-35,0,3,746,1,8,4,1,1,98,3,0,61,3,2,4,4,2,4424,Upto 5k,20682,1,Y,0,23,4,4,80,0,11,2,3,11,7,1,
RM125,31,26-35,1,3,249,2,6,4,1,1,163,2,1,76,1,2,7,3,1,6172,5k-10k,20739,4,Y,1,18,3,2,80,0,12,3,2,7,7,7,7.0
RM133,31,26-35,1,3,542,2,20,3,1,1,175,2,0,71,1,2,7,3,1,4559,Upto 5k,24788,3,Y,1,11,3,3,80,1,4,2,3,2,2,2,2.0
RM181,31,26-35,0,3,140,1,12,1,3,1,246,3,0,95,3,1,6,4,1,3929,Upto 5k,6984,8,Y,1,23,4,3,80,1,7,0,3,4,2,0,2.0
RM225,31,26-35,0,0,979,1,1,4,3,1,308,3,1,90,1,2,4,3,1,4345,Upto 5k,4381,0,Y,0,12,3,4,80,1,6,2,3,5,4,1,4.0
RM246,31,26-35,0,2,1327,1,3,4,3,1,337,2,1,73,3,3,5,3,0,13675,10k-15k,13523,9,Y,0,12,3,1,80,1,9,3,3,2,2,2,2.0
RM260,31,26-35,1,2,307,1,29,2,3,1,355,3,1,71,2,1,2,2,2,3479,Upto 5k,11652,0,Y,0,11,3,2,80,0,6,2,4,5,4,1,4.0
RM267,31,26-35,0,3,1463,1,23,3,3,1,367,2,1,64,2,2,0,4,1,5582,5k-10k,14408,0,Y,0,21,4,2,80,1,10,2,3,9,0,7,8.0
RM293,31,26-35,0,2,444,2,5,3,2,1,399,4,0,84,3,1,8,2,0,2789,Upto 5k,3909,1,Y,0,11,3,3,80,1,2,5,2,2,2,2,2.0
RM304,31,26-35,0,3,218,2,7,3,5,1,416,2,1,100,4,2,7,4,1,6929,5k-10k,12241,4,Y,0,11,3,2,80,1,10,3,2,8,7,7,7.0
RM310,31,26-35,0,3,691,1,5,4,5,1,423,3,1,86,3,1,6,4,1,4821,Upto 5k,10077,0,Y,1,12,3,3,80,1,6,4,3,5,2,0,3.0
RM311,31,26-35,0,3,106,0,2,3,0,1,424,1,1,62,2,2,1,1,1,6410,5k-10k,17822,3,Y,0,12,3,4,80,0,9,1,3,2,2,1,0.0
RM313,31,26-35,0,3,192,1,2,4,1,1,426,3,1,32,3,1,6,4,0,2695,Upto 5k,7747,0,Y,1,18,3,2,80,1,3,2,1,2,2,2,2.0
RM322,31,26-35,0,3,691,2,7,3,2,1,438,4,1,73,3,2,7,4,0,7547,5k-10k,7143,4,Y,0,12,3,4,80,3,13,3,3,7,7,1,7.0
RM326,31,26-35,0,2,798,1,7,2,1,1,442,3,0,48,2,3,4,3,1,8943,5k-10k,14034,1,Y,0,24,4,1,80,1,10,2,3,10,9,8,9.0
RM343,31,26-35,0,3,1232,1,7,4,3,1,462,3,0,39,3,3,4,4,2,7143,5k-10k,25713,1,Y,1,14,3,3,80,0,11,2,2,11,9,4,10.0
RM370,31,26-35,0,3,408,1,9,4,1,1,493,3,1,42,2,1,6,2,2,2657,Upto 5k,7551,0,Y,1,16,3,4,80,0,3,5,3,2,2,2,2.0
RM395,31,26-35,0,3,480,1,7,2,3,1,524,2,0,31,3,2,4,1,1,4306,Upto 5k,4156,1,Y,0,12,3,2,80,1,13,5,1,13,10,3,12.0
RM400,31,26-35,0,3,329,1,1,2,1,1,530,4,1,98,2,1,2,1,1,2218,Upto 5k,16193,1,Y,0,12,3,3,80,1,4,3,3,4,2,3,2.0
RM435,31,26-35,0,3,1274,1,9,1,1,1,581,3,1,33,3,3,4,2,0,10648,10k-15k,14394,1,Y,0,25,4,4,80,1,13,6,4,13,8,0,8.0
RM440,31,26-35,1,2,534,1,20,3,1,1,587,1,1,66,3,3,0,3,1,9824,5k-10k,22908,3,Y,0,12,3,1,80,0,12,2,3,1,0,0,0.0
RM451,31,26-35,0,3,828,2,2,1,1,1,604,2,1,77,3,2,7,4,2,6582,5k-10k,8346,4,Y,1,13,3,3,80,0,10,2,4,6,5,0,5.0
RM457,31,26-35,0,3,688,2,7,3,1,1,613,3,1,44,2,3,3,4,0,11557,10k-15k,25291,9,Y,0,21,4,3,80,1,10,3,2,5,4,0,1.0
RM483,31,26-35,1,3,1365,2,13,4,3,1,650,2,1,46,3,2,7,1,0,4233,Upto 5k,11512,2,Y,0,17,3,3,80,0,9,2,1,3,1,1,2.0
RM485,31,26-35,0,3,525,2,6,4,3,1,653,1,1,66,4,2,7,4,0,5460,5k-10k,6219,4,Y,0,22,4,4,80,2,13,4,4,7,7,5,7.0
RM645,31,26-35,0,3,1222,1,11,4,1,1,895,4,1,48,3,1,6,4,1,2356,Upto 5k,14871,3,Y,1,19,3,2,80,1,8,2,3,6,4,0,2.0
RM676,31,26-35,0,3,154,2,7,4,1,1,941,2,1,41,2,1,8,3,1,2329,Upto 5k,11737,3,Y,0,15,3,2,80,0,13,2,4,7,7,5,2.0
RM680,31,26-35,0,0,1188,2,20,2,2,1,947,4,0,45,3,2,7,3,1,6932,5k-10k,24406,1,Y,0,13,3,4,80,1,9,2,2,9,8,0,0.0
RM691,31,26-35,0,3,616,1,12,3,3,1,961,4,0,41,3,2,0,4,1,5855,5k-10k,17369,0,Y,1,11,3,3,80,2,10,2,1,9,7,8,5.0
RM710,31,26-35,1,0,335,1,9,2,3,1,991,3,1,46,2,1,6,1,2,2321,Upto 5k,10322,0,Y,1,22,4,1,80,0,4,0,3,3,2,1,2.0
RM727,31,26-35,0,2,853,1,1,1,1,1,1011,3,0,96,3,2,4,1,1,4148,Upto 5k,11275,1,Y,0,12,3,3,80,1,4,1,3,4,3,0,3.0
RM819,31,26-35,0,2,793,2,20,3,1,1,1135,3,1,67,4,1,8,4,1,2791,Upto 5k,21981,0,Y,0,12,3,1,80,1,3,4,3,2,2,2,2.0
RM832,31,26-35,1,2,874,1,15,3,3,1,1160,3,1,72,3,1,2,3,1,2610,Upto 5k,6233,1,Y,0,12,3,3,80,1,2,5,2,2,2,2,2.0
RM896,31,26-35,0,3,1332,1,11,2,3,1,1251,3,1,80,3,2,0,1,1,6833,5k-10k,17089,1,Y,1,12,3,4,80,0,6,2,2,6,5,0,1.0
RM897,31,26-35,0,3,1062,1,24,3,3,1,1252,3,0,96,2,2,0,1,2,6812,5k-10k,17198,1,Y,0,19,3,2,80,0,10,2,3,10,9,1,8.0
RM951,31,26-35,0,0,587,2,2,4,1,1,1324,4,0,57,3,3,7,3,0,9852,5k-10k,8935,1,Y,1,19,3,1,80,1,10,5,2,10,8,9,6.0
RM953,31,26-35,1,2,1060,2,1,3,1,1,1331,4,0,54,3,1,8,2,2,2302,Upto 5k,8319,1,Y,1,11,3,1,80,0,3,2,4,3,2,2,2.0
RM981,31,26-35,1,2,703,2,2,3,1,1,1379,3,0,90,2,1,8,4,2,2785,Upto 5k,11882,7,Y,0,14,3,3,80,0,3,3,4,1,0,0,0.0
RM986,31,26-35,1,3,330,1,22,4,3,1,1389,4,1,98,3,2,4,3,1,6179,5k-10k,21057,1,Y,1,15,3,4,80,2,10,3,2,10,2,6,7.0
RM1013,31,26-35,1,2,667,2,1,4,1,1,1427,2,0,50,1,1,8,3,2,1359,Upto 5k,16154,1,Y,0,12,3,2,80,0,1,3,3,1,0,0,0.0
RM1015,31,26-35,0,3,182,1,8,5,1,1,1430,1,0,93,3,4,5,2,2,16422,15k+,8847,3,Y,0,11,3,3,80,0,9,3,4,3,2,1,0.0
RM1017,31,26-35,1,3,202,1,8,3,1,1,1433,1,0,34,2,1,6,2,2,1261,Upto 5k,22262,1,Y,0,12,3,3,80,0,1,3,4,1,0,0,0.0
RM1031,31,26-35,0,3,326,2,8,2,1,1,1453,1,1,31,3,3,7,4,0,10793,10k-15k,8386,1,Y,0,18,3,1,80,1,13,5,3,13,7,9,9.0
RM1034,31,26-35,1,2,1445,1,1,5,1,1,1459,3,0,100,4,3,4,2,2,7446,5k-10k,8931,1,Y,0,11,3,1,80,0,10,2,3,10,8,4,7.0
RM1036,31,26-35,0,3,1398,0,8,2,3,1,1461,4,0,96,4,1,1,2,2,2109,Upto 5k,24609,9,Y,0,18,3,4,80,0,8,3,3,3,2,0,2.0
RM1037,31,26-35,1,2,523,1,2,3,1,1,1464,2,1,94,3,1,2,4,1,3722,Upto 5k,21081,6,Y,1,13,3,3,80,1,7,2,1,2,2,2,2.0
RM1086,31,26-35,1,2,561,1,3,3,1,1,1537,4,0,33,3,1,6,3,2,4084,Upto 5k,4156,1,Y,0,12,3,1,80,0,7,2,1,7,2,7,7.0
RM1145,31,26-35,0,2,715,2,2,4,4,1,1613,4,1,54,3,2,7,1,2,5332,5k-10k,21602,7,Y,0,13,3,4,80,0,10,3,3,5,2,0,3.0
RM1192,31,26-35,0,3,1112,2,5,4,1,1,1673,1,0,67,3,2,7,4,1,5476,5k-10k,22589,1,Y,0,11,3,1,80,2,10,2,3,10,0,0,2.0
RM1228,31,26-35,0,3,741,1,2,4,1,1,1721,2,1,69,3,1,2,3,1,3477,Upto 5k,18103,1,Y,0,14,3,4,80,1,6,2,4,5,2,0,3.0
RM1240,31,26-35,0,2,163,1,24,1,5,1,1736,4,0,30,3,2,4,4,2,5238,5k-10k,6670,2,Y,0,20,4,4,80,0,9,3,2,5,4,1,4.0
RM1248,31,26-35,0,3,1003,2,5,3,5,1,1749,1,1,51,3,2,7,3,1,8346,5k-10k,20943,1,Y,0,19,3,3,80,1,6,3,3,5,2,0,2.0
RM1258,31,26-35,1,3,1079,2,16,4,2,1,1761,1,1,70,3,3,7,3,1,8161,5k-10k,19002,2,Y,0,13,3,1,80,3,10,2,3,1,0,0,0.0
RM1275,31,26-35,0,3,196,2,29,4,2,1,1784,1,0,91,2,2,7,4,1,5468,5k-10k,13402,1,Y,0,14,3,1,80,2,13,3,3,12,7,5,7.0
RM1307,31,26-35,0,2,1125,2,7,4,2,1,1833,1,0,68,3,3,7,1,1,9637,5k-10k,8277,2,Y,0,14,3,4,80,2,9,3,3,3,2,2,2.0
RM1313,31,26-35,1,3,359,0,18,5,0,1,1842,4,1,89,4,1,1,1,1,2956,Upto 5k,21495,0,Y,0,17,3,3,80,0,2,4,3,1,0,0,0.0
